pair_id,which,target_class,pred_prob_target,delta_ins_base,delta_del_base,delta_ins_weight_randomized,delta_del_weight_randomized,delta_ins_label_permuted,delta_del_label_permuted,random_baseline_unique_ratio,rank_jaccard_weight_randomized,rank_jaccard_label_permuted,orientation_ok_base
test_diag_32,B,46,0.8272202610969543,-0.042582142177750054,0.17003564524884318,2.8457291716453906e-05,3.233325722462946e-05,0.005098119458439299,0.004441752379723614,1.0,0.17647058823529413,0.25,True
test_diag_33,A,69,0.9999977350234985,0.012526801228523232,0.0064968869090080705,-3.445030500491553e-05,-3.048386424779788e-05,-0.0008051852385203007,-0.0006778401633103781,0.8,1.0,1.0,True
test_diag_33,B,69,0.9999977350234985,-0.21690435132048957,-0.0001062333583831121,1.8479406005807164e-05,1.9989555908572418e-05,-0.1127589314762089,-0.23571716861592396,1.0,1.0,1.0,True
test_diag_34,A,48,0.6483010053634644,0.05551301421863697,0.17719431381140438,-1.4391155647381151e-05,-1.037063941891625e-05,-0.034583037985222664,-0.018609072906630386,1.0,0.5384615384615384,0.42857142857142855,True
test_diag_34,B,48,0.6483010053634644,-0.12107847588402887,-0.03128826447895594,7.3855476719984076e-06,1.3238617352076196e-05,0.004650865140415378,0.012555840185710349,1.0,0.42857142857142855,0.42857142857142855,True
test_diag_35,A,36,0.5691606402397156,-0.007907688311103778,-0.0022363644796828536,6.460819555364344e-06,6.466018764869977e-06,0.0009212984025235411,-0.00025166885360427497,1.0,0.42857142857142855,1.0,True
test_diag_35,B,36,0.5691606402397156,-0.05667909737034091,-0.05028770596816626,1.741112691575064e-05,1.376791503922628e-05,0.001550905457858378,-4.125038996852584e-05,1.0,0.42857142857142855,0.5384615384615384,True
test_diag_36,A,46,0.6467918157577515,-0.09526049114506824,0.05288104178576647,7.726016036909214e-06,4.488936272160904e-06,-0.024770861016265272,-0.031060000688865275,1.0,0.3333333333333333,0.17647058823529413,True
test_diag_36,B,46,0.6467918157577515,0.09656231128855758,0.08603221370201367,6.372388452290448e-06,8.701253682375301e-06,0.003918962396289166,0.014896226448840214,1.0,0.25,0.3333333333333333,True
test_diag_37,A,46,0.7859445810317993,0.08661229558612982,0.04356412434059642,-3.859805672076083e-07,-1.9970309475206977e-06,-0.03369515324416367,-0.012636614688064762,1.0,0.3333333333333333,0.42857142857142855,True
test_diag_37,B,46,0.7859445810317993,0.12743815741053338,-0.06717783215421214,6.017932254407873e-06,6.293025971562671e-06,-0.00487839953490983,0.0169589033557309,1.0,0.05263157894736842,0.17647058823529413,True
test_diag_38,A,46,0.5317656993865967,0.04636559924658609,0.12249129004776482,6.679062019374765e-06,9.401317904982748e-07,-0.0196494015700677,-0.015459247196421916,1.0,0.5384615384615384,0.6666666666666666,True
test_diag_38,B,46,0.5317656993865967,0.028977723660007615,-0.03589065839206018,7.987743423830407e-06,7.1756271344987355e-06,0.0036353483555778415,0.003157892967424067,1.0,0.42857142857142855,0.5384615384615384,True
test_diag_39,A,69,0.9958373308181763,-0.17721890923049716,0.007932357986768057,1.382318635781421e-05,1.8377664188544418e-05,-0.002742172410297724,-0.0012136511608130396,1.0,0.6666666666666666,0.8181818181818182,True
test_diag_39,B,69,0.9958373308181763,0.07396730383237199,0.06661482198220314,1.3616765764624603e-05,1.0880983124175389e-05,0.0013728201304647053,-0.001610528310817299,1.0,0.17647058823529413,0.6666666666666666,True
